"","SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","EXT_SOURCE_2","EXT_SOURCE_3","FONDKAPREMONT_MODE","HOUSETYPE_MODE","WALLSMATERIAL_MODE","EMERGENCYSTATE_MODE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE","AMT_REQ_CREDIT_BUREAU_HOUR","AMT_REQ_CREDIT_BUREAU_DAY","AMT_REQ_CREDIT_BUREAU_WEEK","AMT_REQ_CREDIT_BUREAU_MON","AMT_REQ_CREDIT_BUREAU_QRT","AMT_REQ_CREDIT_BUREAU_YEAR","BASEMENTAREA_AVG","YEARS_BEGINEXPLUATATION_AVG","YEARS_BUILD_AVG","COMMONAREA_AVG","ELEVATORS_AVG","ENTRANCES_AVG","FLOORSMAX_AVG","FLOORSMIN_AVG","LANDAREA_AVG","LIVINGAPARTMENTS_AVG","LIVINGAREA_AVG","NONLIVINGAPARTMENTS_AVG","NONLIVINGAREA_AVG","APARTMENTS_MODE","BASEMENTAREA_MODE","YEARS_BUILD_MODE","YEARS_BEGINEXPLUATATION_MODE","COMMONAREA_MODE","ELEVATORS_MODE","FLOORSMIN_MODE","LIVINGAREA_MODE","APARTMENTS_MEDI","YEARS_BUILD_MEDI","ENTRANCES_MEDI","LANDAREA_MEDI","NONLIVINGAPARTMENTS_MEDI","NONLIVINGAREA_MEDI","FONDKAPREMONT_MODE.1","LIVINGAREA_MEDI","FLOORSMIN_MEDI","ELEVATORS_MEDI","YEARS_BEGINEXPLUATATION_MEDI","NONLIVINGAREA_MODE","LIVINGAPARTMENTS_MODE","FLOORSMAX_MODE","COMMONAREA_MODE.1","BASEMENTAREA_MODE.1","NONLIVINGAPARTMENTS_AVG.1","LANDAREA_AVG.1","ENTRANCES_AVG.1","YEARS_BUILD_AVG.1","APARTMENTS_AVG","EXT_SOURCE_1"
"288205",433877,0,"Cash loans","M","N","Y",0,126000,675000,32602.5,675000,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.028663,-8318,-548,-1878,-1004,1,1,0,1,0,0,"Laborers",2,2,2,"SATURDAY",10,0,0,0,1,1,0,"Military",0.248015292225185,0.136800521911775,"","","","",0,0,0,0,-668,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155587",280346,0,"Revolving loans","F","N","Y",0,76500,157500,7875,157500,"Unaccompanied","Pensioner","Secondary / secondary special","Single / not married","House / apartment",0.025164,-23255,365243,-11195,-4817,1,0,0,1,1,0,"",1,2,2,"FRIDAY",14,0,0,0,0,0,0,"XNA",0.170929983769144,0.758393061714434,"org spec account","block of flats","Stone, brick","No",0,0,0,0,-142,0,0,0,0,0,1,0.0472,0.9851,0.796,0.0087,0,0.1379,0.1667,0.2083,0.1262,0.0496,0.0529,0.0039,0.0176,0.063,0.049,0.804,0.9851,0.0088,0,0.2083,0.0551,0.0625,0.7987,0.1379,0.1284,0.0039,0.018,"org spec account",0.0538,0.2083,0,0.9851,0.0186,0.0542,0.1667,0.0088,0.049,0.0039,0.1262,0.1379,0.796,0.0619,NA
"41834",148435,0,"Cash loans","F","N","Y",0,135000,787131,26145,679500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.019101,-19681,-1850,-5828,-3212,1,1,0,1,0,0,"Security staff",1,2,2,"TUESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",0.694630362510767,0.821443312893593,"","","","",0,0,0,0,-716,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113065",231133,0,"Cash loans","F","N","Y",0,382500,1096020,52857,9e+05,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.072508,-15304,-381,-8281,-3153,1,1,0,1,1,0,"Cleaning staff",1,1,1,"FRIDAY",16,0,0,0,0,0,0,"Other",0.412061432929936,0.463275328091268,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,0,0,0,0,0,1,3,0.0715,0.9717,0.6124,0.0217,0,0.1034,0.1417,0.1833,0,0.0462,0.046,0.0031,0.0152,0.0231,0.05,0.6472,0.9732,8e-04,0,0.2083,0.0163,0.0593,0.6377,0.1034,0,0.0039,0.0189,"reg oper account",0.0493,0.2083,0,0.9732,0.0019,0.0193,0.1667,8e-04,0.05,0.0031,0,0.1034,0.6124,0.0575,0.561561051576551
"76068",188213,0,"Cash loans","M","Y","Y",0,292500,1800000,49630.5,1800000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.026392,-15259,-961,-3135,-3450,1,1,0,1,0,0,"High skill tech staff",2,2,2,"FRIDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0.517417829011958,0.456109739278277,"","","","",1,0,1,0,-1540,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201725",333836,0,"Cash loans","F","Y","Y",0,315000,701730,70956,675000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.030755,-11257,-2956,-5167,-3676,1,1,0,1,0,0,"",2,2,2,"THURSDAY",11,0,0,0,0,0,0,"Construction",0.665260162739857,0.468659655049311,"","","","",0,0,0,0,-2602,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215910",350173,0,"Cash loans","F","N","N",0,108000,153504,15084,144000,"Unaccompanied","Pensioner","Secondary / secondary special","Widow","House / apartment",0.003813,-24124,365243,-9077,-4191,1,0,0,1,0,0,"",1,2,2,"SATURDAY",9,0,0,0,0,0,0,"XNA",0.505648946316132,0.629674250953872,"","","","",4,1,4,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163724",289790,0,"Cash loans","M","Y","Y",0,157500,932643,27400.5,778500,"Unaccompanied","Pensioner","Higher education","Civil marriage","House / apartment",0.003813,-20028,365243,-1882,-3548,1,0,0,1,0,0,"",2,2,2,"THURSDAY",6,0,0,0,0,0,0,"XNA",0.695246937572084,0.689479142644628,"","","","",2,0,2,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712955684491948
"199712",331524,0,"Cash loans","F","N","Y",0,202500,981000,40086,981000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.026392,-11038,-481,-4783,-2196,1,1,0,1,0,1,"Core staff",2,2,2,"MONDAY",13,0,0,0,0,0,0,"Business Entity Type 1",0.514468715561345,0.506484239667981,"","block of flats","Panel","No",0,0,0,0,-423,0,0,0,0,0,3,0.1036,0.9846,NA,NA,0.16,0.1379,0.3333,NA,NA,NA,0.153,NA,0,0.1513,0.1075,NA,0.9846,NA,0.1611,NA,0.1594,0.1499,NA,0.1379,NA,NA,0,"",0.1558,NA,0.16,0.9846,0,NA,0.3333,NA,0.1075,NA,NA,0.1379,NA,0.1485,0.543436485705577
"239044",376882,0,"Cash loans","F","N","N",0,162000,545040,16654.5,450000,"Unaccompanied","Pensioner","Secondary / secondary special","Single / not married","House / apartment",0.010032,-20017,365243,-5991,-3541,1,0,0,1,0,0,"",1,2,2,"FRIDAY",7,0,0,0,0,0,0,"XNA",0.341919571479027,0.644679454958596,"","block of flats","Panel","No",0,0,0,0,-2,0,0,0,2,0,1,NA,0.9876,NA,NA,0,0.1379,0.1667,NA,NA,NA,0.0859,NA,0.0647,0.084,NA,NA,0.9876,NA,0,NA,0.0895,0.0833,NA,0.1379,NA,NA,0.0661,"",0.0874,NA,0,0.9876,0.0685,NA,0.1667,NA,NA,NA,NA,0.1379,NA,0.0825,NA
"125251",245252,0,"Cash loans","F","Y","Y",1,202500,675000,36747,675000,"Children","Commercial associate","Secondary / secondary special","Married","House / apartment",0.030755,-15346,-2481,-5067,-6176,1,1,0,1,0,0,"Laborers",3,2,2,"WEDNESDAY",11,0,0,0,1,1,1,"Industry: type 7",0.49936772398243,0.529889834196907,"","","","",3,0,3,0,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339793150555935
"164971",291239,0,"Cash loans","M","Y","Y",0,283500,1161000,41832,1161000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.018801,-10120,-675,-4803,-236,1,1,0,1,0,0,"Drivers",2,2,2,"TUESDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0.460900634590777,0.454321060160578,"reg oper account","block of flats","Panel","No",1,0,1,0,-836,0,0,0,1,0,1,0.083,0.9851,0.796,0.0592,0.08,0.069,0.3333,0.0417,0,0.1765,0.1393,0,0,0.2206,0.0861,0.804,0.9851,0.0597,0.0806,0.0417,0.1451,0.2186,0.7987,0.069,0,0,0,"reg oper account",0.1418,0.0417,0.08,0.9851,0,0.1928,0.3333,0.0597,0.0861,0,0,0.069,0.796,0.2165,0.27219274437019
"239209",377049,0,"Cash loans","M","Y","Y",1,135000,414612,22621.5,297000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.00712,-13019,-807,-7167,-4488,1,1,0,1,0,0,"High skill tech staff",3,2,2,"THURSDAY",17,0,0,0,0,0,0,"Industry: type 7",0.713582576026533,0.192942227716951,"","","","",4,0,4,0,-2342,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131948",253033,0,"Cash loans","M","N","Y",1,130500,797557.5,25042.5,688500,"Family","Working","Higher education","Married","House / apartment",0.032561,-11341,-429,-11287,-2296,1,1,0,1,1,0,"Drivers",3,1,1,"MONDAY",10,1,1,0,1,1,0,"Government",0.650207971547976,0.353987607850737,"reg oper account","block of flats","Stone, brick","No",2,0,2,0,-1851,0,0,0,0,2,1,0.0872,0.9762,0.6736,0.0132,0,0.2069,0.1667,0.2083,0.0877,0.1009,0.106,0,0,0.1261,0.0905,0.6864,0.9762,0.0133,0,0.2083,0.1105,0.1249,0.678,0.2069,0.0893,0,0,"reg oper account",0.1079,0.2083,0,0.9762,0,0.1102,0.1667,0.0133,0.0905,0,0.0877,0.2069,0.6736,0.1237,0.30786280260769
"131857",252927,0,"Cash loans","F","N","Y",0,81000,517500,28093.5,517500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.025164,-21777,-5703,-3519,-3816,1,1,1,1,0,0,"Sales staff",2,2,2,"SATURDAY",11,0,0,0,0,0,0,"Trade: type 7",0.162144567666238,NA,"","","","",5,0,5,0,-1797,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137468",259435,0,"Cash loans","F","N","Y",0,405000,1198548,50913,1102500,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.009175,-14437,-4709,-4835,-4929,1,1,1,1,1,0,"Medicine staff",2,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"Medicine",0.760002193606992,0.698667555053417,"","","","",0,0,0,0,-802,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162863",288802,0,"Cash loans","M","Y","Y",1,202500,755190,36459,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.00702,-16342,-8825,-173,-4575,1,1,0,1,0,0,"",3,2,2,"MONDAY",10,0,0,0,0,1,1,"Business Entity Type 3",0.731056653519555,0.816092360478441,"reg oper account","block of flats","Panel","No",2,1,1,1,-1733,0,0,0,2,0,1,NA,0.998,0.9388,0.0247,0.16,0.1666,0.325,0.3125,0.1467,0.087,0.0801,0,0.0589,0.0756,NA,0.9216,0.9975,0.0249,0.1611,0.25,0.0165,0.0843,0.9396,0.1379,0.2228,0,0.0278,"reg oper account",0.0938,0.3125,0.16,0.9975,0,0.0661,0.3333,0.0249,NA,0,0.1467,0.1666,0.9388,0.0909,NA
"109834",227381,1,"Cash loans","M","Y","N",2,202500,640080,31261.5,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.019689,-12303,-379,-782,-4561,1,1,0,1,0,0,"Laborers",4,2,2,"MONDAY",11,0,0,0,1,1,0,"Self-employed",0.53821733311804,0.173527430464915,"","","","",1,0,1,0,-791,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207506223130509
"304736",453058,1,"Cash loans","F","N","Y",0,90000,640080,29970,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.035792,-18479,-3047,-1148,-2027,1,1,0,1,0,0,"Laborers",2,2,2,"SATURDAY",12,0,0,0,0,1,1,"Business Entity Type 3",0.717672218115342,0.216402960515219,"","","","",0,0,0,0,-859,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46173",153492,0,"Cash loans","F","N","N",0,112500,327024,12456,270000,"Unaccompanied","Commercial associate","Secondary / secondary special","Separated","House / apartment",0.00712,-17292,-5262,-6156,-846,1,1,0,1,0,0,"Laborers",1,2,2,"THURSDAY",10,0,0,0,0,0,0,"Construction",0.451028393162039,0.665854921964021,"","block of flats","Panel","No",0,0,0,0,-2928,0,0,0,6,1,1,0.0523,0.9891,NA,NA,0.08,0.069,0.375,NA,NA,NA,0.0828,NA,NA,0.084,0.0542,NA,0.9891,NA,0.0806,NA,0.0863,0.0833,NA,0.069,NA,NA,NA,"",0.0843,NA,0.08,0.9891,NA,NA,0.375,NA,0.0542,NA,NA,0.069,NA,0.0825,NA
"64146",174382,0,"Cash loans","F","N","N",1,148500,675000,32472,675000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.010556,-13132,-1707,-7157,-4919,1,1,1,1,0,0,"",2,3,3,"SATURDAY",17,0,0,0,0,0,0,"Business Entity Type 3",0.472383925802818,NA,"","block of flats","Stone, brick","No",4,0,4,0,-553,0,0,0,0,0,0,0.0412,0.9841,NA,NA,0.08,0.0345,0.5417,NA,NA,NA,0.062,NA,0.0074,0.2122,0.0428,NA,0.9841,NA,0.0806,NA,0.0645,0.2103,NA,0.0345,NA,NA,0.0076,"",0.0631,NA,0.08,0.9841,0.0079,NA,0.5417,NA,0.0428,NA,NA,0.0345,NA,0.2082,0.578479941833764
"45324",152497,0,"Cash loans","M","N","N",0,146250,555273,18040.5,463500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.00702,-20747,-2327,-8078,-3044,1,1,0,1,0,0,"Laborers",2,2,2,"FRIDAY",14,0,0,0,0,0,0,"Construction",0.6693575520364,0.474051289278993,"","block of flats","Panel","No",2,1,2,1,-1137,0,0,0,1,3,2,0.0723,0.9816,NA,NA,0,0.1379,0.1667,NA,0.0452,NA,0.0605,NA,0,0.063,0.075,NA,0.9816,NA,0,NA,0.063,0.0625,NA,0.1379,0.046,NA,0,"",0.0616,NA,0,0.9816,0,NA,0.1667,NA,0.075,NA,0.0452,0.1379,NA,0.0619,NA
"4751",105552,0,"Cash loans","F","N","Y",0,112500,582768,30303,540000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.02461,-15002,-4393,-2431,-4117,1,1,0,1,1,0,"",2,2,2,"WEDNESDAY",21,0,0,0,0,0,0,"Business Entity Type 3",0.757026140786856,0.780143638157228,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-1333,0,0,0,3,3,3,0.0873,0.9806,0.7348,0.2128,0.16,0.1379,0.3333,NA,0.0666,0.1202,0.1486,NA,NA,0.1492,0.0906,0.7387,0.9801,0.2147,0.1611,NA,0.1541,0.1489,0.7383,0.1379,0.0677,NA,NA,"reg oper account",0.1512,NA,0.16,0.9806,NA,0.1304,0.3333,0.2147,0.0906,NA,0.0666,0.1379,0.7348,0.1474,NA
"184044",313316,0,"Cash loans","F","N","N",0,67500,343800,16852.5,225000,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.020246,-12398,-2980,-2077,-3509,1,1,0,1,0,0,"Core staff",2,3,3,"WEDNESDAY",6,0,0,0,0,0,0,"Kindergarten",0.345629300363327,0.475849908720221,"","","","",0,0,0,0,-1234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27955",132501,1,"Cash loans","M","Y","Y",0,175500,790434,40486.5,706500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.002042,-17564,-2192,-2445,-1116,1,1,0,1,0,0,"Drivers",2,3,3,"MONDAY",10,0,0,0,0,0,0,"Business Entity Type 2",0.601088558891991,NA,"","","","",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186517",316231,0,"Cash loans","F","N","N",0,58500,508495.5,22396.5,454500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.00823,-23762,365243,-15689,-4999,1,0,0,1,1,0,"",2,2,2,"TUESDAY",18,0,0,0,0,0,0,"XNA",0.335074413470092,0.633031641417419,"reg oper account","block of flats","Panel","No",0,0,0,0,-349,0,0,0,0,0,1,0.102,0.9781,0.7008,0.045,0,0.1379,0.1667,0.2083,0.0252,0.0773,0.086,0,0,0.0966,0.1059,0.7125,0.9782,0.0454,0,0.2083,0.0896,0.0958,0.7048,0.1379,0.0257,0,0,"reg oper account",0.0876,0.2083,0,0.9781,0,0.0845,0.1667,0.0454,0.1059,0,0.0252,0.1379,0.7008,0.0948,0.225466274298473
"212580",346344,0,"Cash loans","M","Y","Y",0,157500,239850,28593,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.030755,-14877,-2742,-2410,-2421,1,1,0,1,0,0,"Drivers",2,2,2,"FRIDAY",9,0,0,0,0,0,0,"Trade: type 7",0.631152172657992,NA,"","","","",1,0,1,0,-1544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132859",254096,0,"Cash loans","M","Y","Y",1,202500,1185120,39298.5,9e+05,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.032561,-9987,-2958,-4746,-2646,1,1,0,1,1,0,"Laborers",3,1,1,"THURSDAY",18,0,0,0,0,0,0,"Business Entity Type 3",0.788817725015458,0.622922000268356,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-790,0,0,0,0,0,0,0.0753,0.9861,0.6872,0.0229,0.0684,0.1379,0.2558,0.2638,0.0568,0.1387,0.1238,0,0.0245,0.0252,0.0065,0.6994,0.9772,0.0174,0,0.2083,0.1418,0.0718,0.6914,0.069,0.0618,0,0.0082,"reg oper account",0.1293,0.2083,0.08,0.9861,0.0023,0.0744,0.3333,0.0174,0.0065,0,0.0568,0.1379,0.6872,0.0868,NA
"306125",454681,0,"Cash loans","M","N","N",0,225000,180000,9895.5,180000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.010643,-10303,-2927,-3313,-2965,1,1,0,1,0,0,"Laborers",1,2,2,"FRIDAY",16,0,0,0,0,0,0,"Self-employed",0.652184831569369,0.610991328086829,"","","","",0,0,0,0,-797,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835731962612439
"126372",246552,0,"Cash loans","F","N","N",0,162000,808650,21460.5,675000,"Family","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.025164,-21442,-1001,-1137,-4978,1,1,0,1,0,0,"Laborers",1,2,2,"MONDAY",16,0,0,0,0,0,0,"Self-employed",0.168315052203489,0.427657370035029,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-3,0,0,0,0,3,6,0.0368,0.9652,0.524,0.0023,0,0.069,0.0833,0.125,0.0194,0.0151,0.017,0,0,0.0189,0.0382,0.5426,0.9652,0.0023,0,0.125,0.0177,0.0187,0.5304,0.069,0.0197,0,0,"reg oper account",0.0173,0.125,0,0.9652,0,0.0165,0.0833,0.0023,0.0382,0,0.0194,0.069,0.524,0.0186,0.581686025708119
"276454",420378,0,"Cash loans","F","Y","N",1,306000,1129500,31189.5,1129500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.030755,-15258,-3724,-3350,-4370,1,1,1,1,0,0,"High skill tech staff",3,2,2,"THURSDAY",17,0,0,0,0,1,1,"Business Entity Type 1",0.474368230987012,0.780143638157228,"","","","",1,0,1,0,-1290,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665076867935504
"181971",310920,0,"Cash loans","M","Y","N",0,135000,202500,21937.5,202500,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.01452,-19002,-546,-5269,-2195,1,1,0,1,0,0,"",1,2,2,"MONDAY",13,0,0,0,0,0,0,"Industry: type 4",0.585694143913563,0.633031641417419,"","block of flats","Stone, brick","No",0,0,0,0,-287,0,0,0,0,0,1,NA,0.9727,NA,NA,NA,0.6207,0.1667,NA,NA,NA,0.2057,NA,0.0158,0.2994,NA,NA,0.9727,NA,NA,NA,0.2143,0.2967,NA,0.6207,NA,NA,0.0161,"",0.2094,NA,NA,0.9727,0.0167,NA,0.1667,NA,NA,NA,NA,0.6207,NA,0.2938,NA
"41264",147776,0,"Cash loans","F","N","Y",0,225000,450000,32877,450000,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.019689,-8733,-363,-4820,-1096,1,1,0,1,0,1,"Sales staff",2,2,2,"MONDAY",14,0,0,0,0,0,0,"Self-employed",0.469425462134371,0.511891801533151,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-493,0,0,0,1,2,0,0,0.9776,0.694,0.0816,0,0.0345,0.1667,0.2083,0.0662,0.237,0.1367,0,0.001,0.2962,0,0.706,0.9777,0.0824,0,0.2083,0.1425,0.2935,0.6981,0.0345,0.0673,0,0.001,"reg oper account",0.1392,0.2083,0,0.9776,0.0011,0.259,0.1667,0.0824,0,0,0.0662,0.0345,0.694,0.2907,0.509398113308545
"199849",331679,0,"Cash loans","F","N","N",0,207000,383760,41458.5,360000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.031329,-10177,-327,-680,-2715,1,1,1,1,0,1,"Cooking staff",1,2,2,"MONDAY",18,0,0,0,0,0,0,"Business Entity Type 3",0.233168202548394,NA,"","","","",2,0,2,0,-373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513667508641659
"247400",386261,1,"Cash loans","F","N","Y",0,360000,1449805.5,52204.5,1197000,"Unaccompanied","Working","Secondary / secondary special","Widow","House / apartment",0.020713,-20452,-7310,-7349,-2952,1,1,0,1,1,0,"Sales staff",1,3,3,"MONDAY",10,0,0,0,0,0,0,"Self-employed",0.278720583525539,0.502878277208218,"","block of flats","Wooden","No",0,0,0,0,0,0,0,0,0,0,3,NA,0.9687,NA,NA,0,0.0345,0.0417,NA,NA,NA,0.0043,NA,0.0123,0.0095,NA,NA,0.9687,NA,0,NA,0.0044,0.0094,NA,0.0345,NA,NA,0.0125,"",0.0043,NA,0,0.9687,0.013,NA,0.0417,NA,NA,NA,NA,0.0345,NA,0.0093,NA
