student_id,age,gender,marital_status,course,attendance,admission_grade,previous_grade,scholarship,tuition_up_to_date,debtor,semester1_enrolled,semester1_approved,semester1_grade,semester2_enrolled,semester2_approved,semester2_grade,semester1_success_rate,semester2_success_rate,status
2079,18,Female,Single,Nursing,Daytime,133.4,146.0,No,Yes,No,7,7,12.5,8,7,13.0,100.0,87.5,Graduate
2080,19,Female,Single,Nursing,Daytime,136.0,144.0,Yes,Yes,No,7,6,14.2,7,6,14.2,85.7,85.7,Graduate
2081,19,Female,Single,Nursing,Daytime,125.8,144.0,Yes,Yes,No,8,7,12.5,8,7,12.5,87.5,87.5,Graduate
2082,19,Female,Single,Nursing,Daytime,120.5,131.0,No,Yes,No,7,6,14.2,7,6,14.2,85.7,85.7,Graduate
2083,21,Female,Single,Nursing,Daytime,130.2,141.0,No,Yes,No,7,7,14.1,8,8,14.0,100.0,100.0,Graduate
2084,18,Female,Single,Journalism,Daytime,135.9,138.0,No,Yes,No,6,6,14.9,6,6,14.7,100.0,100.0,Graduate
2085,19,Female,Single,Journalism,Daytime,116.5,127.0,Yes,Yes,No,6,6,14.3,6,6,13.2,100.0,100.0,Graduate
2086,18,Female,Single,Journalism,Daytime,124.0,124.0,No,No,No,4,0,0.0,4,0,0.0,0.0,0.0,Dropout
2087,30,Female,Single,Social Service,Evening,140.0,140.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2088,18,Female,Single,Equinculture,Daytime,150.9,157.0,No,Yes,No,6,6,15.0,6,5,15.2,100.0,83.3,Dropout
2089,20,Female,Single,Nursing,Daytime,127.3,129.0,Yes,Yes,No,7,6,12.6,7,6,12.6,85.7,85.7,Graduate
2090,25,Female,Single,Marketing Management,Daytime,100.0,133.1,No,No,Yes,5,5,11.2,5,5,12.6,100.0,100.0,Dropout
2091,18,Female,Single,Nursing,Daytime,128.8,142.0,No,Yes,No,7,6,14.2,7,6,14.2,85.7,85.7,Graduate
2092,21,Female,Union,Veterinary Nursing,Daytime,119.7,133.0,No,Yes,No,5,5,12.2,5,3,11.3,100.0,60.0,Enrolled
2093,18,Female,Single,Nursing,Daytime,140.8,156.0,No,Yes,No,8,7,15.7,8,7,15.7,87.5,87.5,Graduate
2094,18,Female,Single,Nursing,Daytime,138.0,151.0,No,Yes,No,7,6,15.2,7,6,15.2,85.7,85.7,Graduate
2095,29,Female,Single,Basic Education,Daytime,132.9,135.0,No,No,No,6,6,16.3,6,5,15.6,100.0,83.3,Dropout
2096,20,Female,Single,Equinculture,Daytime,140.0,140.0,No,Yes,No,17,14,12.6,12,12,12.9,82.4,100.0,Graduate
2097,26,Female,Single,Nursing,Daytime,140.0,140.0,No,Yes,No,7,0,0.0,8,0,0.0,0.0,0.0,Dropout
2098,21,Female,Single,Social Service,Daytime,99.3,100.0,No,Yes,No,6,5,12.4,6,6,12.0,83.3,100.0,Graduate
2099,19,Female,Single,Nursing,Daytime,119.3,126.0,Yes,Yes,No,8,8,13.8,8,8,13.8,100.0,100.0,Graduate
2100,19,Female,Single,Tourism,Daytime,113.2,123.0,No,Yes,Yes,6,6,12.2,6,5,11.7,100.0,83.3,Dropout
2101,21,Female,Single,Journalism,Daytime,117.0,133.1,No,Yes,No,6,5,11.8,6,5,11.8,83.3,83.3,Enrolled
2102,20,Female,Single,Social Service,Evening,123.0,137.0,No,Yes,Yes,6,4,10.8,6,4,12.0,66.7,66.7,Graduate
2103,18,Female,Single,Nursing,Daytime,127.2,138.0,Yes,Yes,No,7,7,13.3,8,8,14.3,100.0,100.0,Graduate
2104,20,Female,Single,Journalism,Daytime,141.0,128.0,No,No,No,6,4,12.0,6,3,10.7,66.7,50.0,Dropout
2105,20,Female,Single,Social Service,Daytime,121.7,136.0,Yes,Yes,No,6,6,11.9,6,6,14.4,100.0,100.0,Graduate
2106,18,Female,Single,Nursing,Daytime,121.1,127.0,Yes,Yes,No,7,5,12.2,7,2,13.4,71.4,28.6,Enrolled
2107,18,Female,Single,Communication Design,Daytime,146.1,145.0,No,Yes,No,6,1,15.0,6,4,12.5,16.7,66.7,Enrolled
2108,18,Female,Single,Journalism,Daytime,142.5,140.0,No,Yes,No,6,6,13.3,6,5,13.2,100.0,83.3,Graduate
2109,18,Female,Single,Veterinary Nursing,Daytime,126.8,138.0,No,Yes,No,5,2,11.5,5,3,11.8,40.0,60.0,Enrolled
2110,22,Female,Single,Veterinary Nursing,Daytime,150.0,150.0,No,Yes,No,6,6,14.4,6,5,13.0,100.0,83.3,Graduate
2111,19,Female,Single,Veterinary Nursing,Daytime,150.0,150.0,No,Yes,No,5,1,13.0,5,3,15.3,20.0,60.0,Enrolled
2112,19,Female,Single,Agronomy,Daytime,134.5,131.0,Yes,Yes,No,6,6,15.0,6,6,14.3,100.0,100.0,Graduate
2113,18,Female,Single,Oral Hygiene,Daytime,129.5,136.0,No,Yes,No,7,7,15.2,8,8,16.8,100.0,100.0,Graduate
2114,20,Female,Single,Social Service,Daytime,113.2,117.0,No,Yes,Yes,6,6,10.7,6,6,11.9,100.0,100.0,Graduate
2115,18,Female,Single,Basic Education,Daytime,140.2,158.0,No,Yes,No,6,5,11.0,6,4,11.2,83.3,66.7,Dropout
2116,21,Female,Single,Marketing Management,Daytime,119.2,129.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2117,19,Female,Single,Social Service,Daytime,140.7,140.0,No,Yes,No,6,6,12.3,6,6,12.0,100.0,100.0,Graduate
2118,18,Female,Single,Nursing,Daytime,142.3,141.0,No,Yes,No,8,8,12.8,8,8,12.8,100.0,100.0,Dropout
2119,18,Female,Single,Journalism,Daytime,129.9,132.0,No,Yes,No,6,6,12.7,6,5,14.4,100.0,83.3,Graduate
2120,18,Female,Single,Animation & Design,Daytime,134.8,133.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Enrolled
2121,21,Female,Single,Veterinary Nursing,Daytime,104.1,109.0,Yes,No,Yes,6,2,13.0,6,0,0.0,33.3,0.0,Dropout
2122,19,Female,Single,Management,Daytime,122.4,135.0,No,Yes,Yes,5,5,10.9,5,4,12.4,100.0,80.0,Graduate
2123,19,Female,Single,Management,Daytime,120.6,122.0,Yes,Yes,No,5,5,12.8,5,5,11.6,100.0,100.0,Graduate
2124,19,Female,Single,Social Service,Daytime,112.4,118.0,No,Yes,No,6,5,11.3,6,0,0.0,83.3,0.0,Dropout
2125,18,Female,Single,Animation & Design,Daytime,157.9,174.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
2126,19,Female,Single,Tourism,Daytime,125.9,142.0,Yes,Yes,No,6,0,0.0,6,1,10.0,0.0,16.7,Dropout
2127,20,Female,Single,Nursing,Daytime,118.4,131.0,Yes,Yes,No,7,6,13.8,8,8,13.7,85.7,100.0,Dropout
2128,18,Female,Single,Nursing,Daytime,130.8,139.0,No,No,No,8,6,12.8,8,6,12.8,75.0,75.0,Dropout
2129,19,Female,Single,Animation & Design,Daytime,176.7,170.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
2130,18,Female,Single,Communication Design,Daytime,156.8,182.0,No,Yes,No,6,6,12.7,6,6,13.2,100.0,100.0,Graduate
2131,18,Female,Single,Veterinary Nursing,Daytime,126.8,125.0,No,Yes,No,6,6,12.0,6,4,12.8,100.0,66.7,Enrolled
2132,19,Female,Single,Social Service,Daytime,128.0,142.0,Yes,Yes,No,6,6,12.2,6,6,12.0,100.0,100.0,Graduate
2133,20,Female,Single,Management,Daytime,113.8,119.0,No,Yes,No,5,3,11.3,5,5,12.2,60.0,100.0,Graduate
2134,19,Female,Single,Nursing,Daytime,120.8,128.0,Yes,Yes,No,7,7,13.5,8,8,13.0,100.0,100.0,Graduate
2135,18,Female,Single,Nursing,Daytime,130.8,150.0,No,Yes,No,8,7,13.6,8,7,13.6,87.5,87.5,Graduate
2136,25,Female,Single,Tourism,Daytime,101.0,133.1,No,Yes,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2137,18,Female,Single,Communication Design,Daytime,126.1,131.0,No,No,No,6,4,11.5,6,6,12.2,66.7,100.0,Graduate
2138,19,Female,Single,Journalism,Daytime,113.8,118.0,No,Yes,No,6,6,12.3,6,6,12.5,100.0,100.0,Graduate
2139,19,Female,Single,Oral Hygiene,Daytime,118.3,122.0,Yes,Yes,No,7,7,12.0,8,8,14.4,100.0,100.0,Graduate
2140,20,Female,Single,Management,Daytime,127.9,116.0,Yes,No,Yes,5,2,13.0,5,2,11.5,40.0,40.0,Dropout
2141,18,Female,Single,Nursing,Daytime,131.1,137.0,No,Yes,No,7,7,12.4,8,7,12.7,100.0,87.5,Enrolled
2142,20,Female,Single,Veterinary Nursing,Daytime,117.9,128.0,No,Yes,No,5,2,13.5,5,5,11.3,40.0,100.0,Graduate
2143,21,Female,Single,Social Service,Daytime,115.7,123.0,No,Yes,No,6,6,12.2,6,6,13.3,100.0,100.0,Graduate
2144,19,Female,Single,Animation & Design,Daytime,141.0,133.1,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
2145,42,Female,Married,Social Service,Evening,120.0,110.0,No,Yes,No,6,6,11.7,6,6,13.7,100.0,100.0,Graduate
2146,18,Female,Single,Equinculture,Daytime,131.8,143.0,No,No,Yes,6,5,12.4,6,5,14.2,83.3,83.3,Enrolled
2147,19,Female,Single,Communication Design,Daytime,131.1,150.0,Yes,Yes,No,6,5,13.4,6,6,12.8,83.3,100.0,Graduate
2148,18,Female,Single,Tourism,Daytime,117.8,129.0,No,Yes,No,6,6,12.0,6,4,12.5,100.0,66.7,Graduate
2149,21,Female,Single,Veterinary Nursing,Daytime,140.0,140.0,No,Yes,No,5,5,14.2,5,5,14.8,100.0,100.0,Graduate
2150,20,Female,Single,Social Service,Daytime,108.0,133.1,Yes,Yes,No,6,6,12.1,6,6,14.4,100.0,100.0,Graduate
2151,20,Female,Single,Basic Education,Daytime,122.9,132.0,No,Yes,No,7,7,13.9,7,7,13.3,100.0,100.0,Graduate
2152,21,Female,Single,Veterinary Nursing,Daytime,130.0,130.0,No,Yes,No,6,3,11.8,6,5,12.3,50.0,83.3,Enrolled
2153,19,Female,Single,Nursing,Daytime,126.0,137.0,No,Yes,No,7,7,14.3,8,8,13.1,100.0,100.0,Graduate
2154,21,Female,Single,Social Service,Daytime,134.0,133.1,No,Yes,No,13,11,13.3,11,9,13.0,84.6,81.8,Graduate
2155,19,Female,Single,Communication Design,Daytime,134.3,143.0,No,Yes,No,6,6,14.7,6,6,15.1,100.0,100.0,Graduate
2156,19,Female,Single,Nursing,Daytime,138.7,148.0,Yes,Yes,No,7,7,15.1,8,8,15.1,100.0,100.0,Graduate
2157,18,Female,Single,Animation & Design,Daytime,143.3,137.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Enrolled
2158,22,Female,Single,Veterinary Nursing,Daytime,160.0,160.0,No,Yes,No,6,6,15.0,6,6,13.1,100.0,100.0,Graduate
2159,21,Female,Single,Basic Education,Daytime,111.0,112.0,No,Yes,No,6,5,13.2,6,5,14.3,83.3,83.3,Graduate
2160,18,Female,Single,Tourism,Daytime,128.5,133.0,Yes,Yes,No,6,2,11.0,6,3,10.3,33.3,50.0,Dropout
2161,20,Female,Single,Nursing,Daytime,133.0,142.0,Yes,Yes,No,8,7,14.6,8,7,14.6,87.5,87.5,Graduate
2162,18,Female,Single,Marketing Management,Daytime,114.6,123.0,No,No,Yes,5,3,12.0,5,4,10.8,60.0,80.0,Dropout
2163,20,Female,Single,Social Service,Daytime,104.1,103.0,No,Yes,No,6,0,0.0,5,0,0.0,0.0,0.0,Dropout
2164,23,Female,Single,Nursing,Daytime,127.6,140.0,No,Yes,No,7,6,13.8,8,7,13.8,85.7,87.5,Graduate
2165,18,Female,Single,Journalism,Daytime,151.0,159.0,No,Yes,No,6,6,14.8,6,6,15.3,100.0,100.0,Graduate
2166,20,Female,Single,Social Service,Daytime,135.7,140.0,No,Yes,No,6,6,12.8,6,6,13.8,100.0,100.0,Graduate
2167,18,Female,Single,Nursing,Daytime,137.8,148.0,Yes,Yes,No,8,7,15.0,8,7,15.0,87.5,87.5,Graduate
2168,20,Female,Single,Management,Daytime,117.3,112.0,No,Yes,No,5,4,12.0,5,5,11.2,80.0,100.0,Graduate
2169,18,Female,Single,Nursing,Daytime,121.2,131.0,No,Yes,No,7,7,12.4,8,8,12.8,100.0,100.0,Graduate
2170,20,Female,Single,Marketing Management,Daytime,129.3,145.0,No,Yes,No,6,6,15.6,6,6,17.2,100.0,100.0,Graduate
2171,19,Female,Single,Nursing,Daytime,123.0,133.1,No,Yes,No,8,7,13.7,8,7,13.7,87.5,87.5,Graduate
2172,21,Female,Single,Veterinary Nursing,Daytime,140.0,140.0,No,Yes,No,6,6,13.1,6,6,12.2,100.0,100.0,Graduate
2173,33,Female,Married,Communication Design,Daytime,140.0,140.0,No,Yes,No,6,6,15.0,6,3,11.0,100.0,50.0,Graduate
2174,24,Female,Single,Veterinary Nursing,Daytime,144.6,150.0,No,No,Yes,5,1,13.0,5,0,0.0,20.0,0.0,Dropout
2175,20,Female,Single,Social Service,Daytime,118.3,120.0,Yes,Yes,No,11,11,12.0,11,11,12.8,100.0,100.0,Graduate
2176,18,Female,Single,Animation & Design,Daytime,153.6,156.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
2177,18,Female,Single,Communication Design,Daytime,158.3,167.0,No,Yes,No,6,6,15.2,6,6,14.2,100.0,100.0,Graduate
2178,29,Female,Single,Social Service,Evening,100.0,133.1,No,Yes,Yes,6,4,12.0,6,2,10.5,66.7,33.3,Dropout
2179,18,Female,Single,Nursing,Daytime,134.9,147.0,No,Yes,No,7,7,13.6,8,8,14.8,100.0,100.0,Graduate
2180,19,Female,Single,Journalism,Daytime,142.0,129.0,No,Yes,No,6,6,12.7,6,6,12.7,100.0,100.0,Graduate
2181,19,Female,Single,Animation & Design,Daytime,127.3,136.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
2182,18,Female,Single,Social Service,Daytime,116.5,128.0,Yes,Yes,No,6,5,10.8,6,6,10.5,83.3,100.0,Graduate
2183,19,Female,Single,Nursing,Daytime,138.6,140.0,Yes,Yes,No,7,6,14.2,8,8,13.1,85.7,100.0,Graduate
2184,20,Female,Single,Basic Education,Daytime,133.0,141.0,No,Yes,No,14,12,12.2,12,10,12.9,85.7,83.3,Dropout
2185,19,Female,Single,Social Service,Daytime,136.2,133.0,No,Yes,No,6,1,11.5,6,2,10.5,16.7,33.3,Enrolled
2186,19,Female,Single,Tourism,Daytime,118.0,125.0,Yes,Yes,No,6,4,12.2,6,3,12.3,66.7,50.0,Graduate
2187,18,Female,Single,Communication Design,Daytime,126.8,124.0,Yes,Yes,No,6,6,12.0,6,5,11.1,100.0,83.3,Enrolled
2188,18,Female,Single,Nursing,Daytime,128.5,140.0,Yes,Yes,No,8,8,13.4,8,8,13.4,100.0,100.0,Graduate
2189,19,Female,Single,Tourism,Daytime,129.9,140.0,Yes,Yes,No,6,6,11.3,6,3,12.7,100.0,50.0,Graduate
2190,20,Male,Single,Journalism,Daytime,125.8,137.0,No,Yes,Yes,6,5,12.2,6,6,12.3,83.3,100.0,Dropout
2191,18,Male,Single,Animation & Design,Daytime,129.3,144.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Enrolled
2192,18,Male,Single,Nursing,Daytime,124.7,138.0,No,Yes,No,7,0,0.0,8,0,0.0,0.0,0.0,Dropout
2193,35,Male,Single,Agronomy,Daytime,154.9,130.0,No,No,Yes,6,5,16.2,6,4,16.0,83.3,66.7,Dropout
2194,18,Male,Single,Informatics Engineering,Daytime,127.3,142.0,No,Yes,No,5,3,11.0,5,3,11.0,60.0,60.0,Enrolled
2195,19,Male,Single,Animation & Design,Daytime,129.0,136.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
2196,19,Male,Single,Journalism,Daytime,98.0,133.1,Yes,Yes,No,6,4,12.0,6,6,12.3,66.7,100.0,Enrolled
2197,20,Male,Single,Management,Daytime,122.0,130.0,No,Yes,No,5,2,10.5,5,4,12.2,40.0,80.0,Enrolled
2198,19,Male,Single,Communication Design,Daytime,112.5,117.0,No,Yes,No,6,3,11.7,6,4,10.3,50.0,66.7,Enrolled
2199,19,Male,Single,Management,Daytime,127.3,136.0,No,Yes,No,5,3,11.0,5,2,10.0,60.0,40.0,Dropout
2200,24,Male,Single,Oral Hygiene,Daytime,100.5,133.1,No,Yes,No,7,0,0.0,7,0,0.0,0.0,0.0,Dropout
2201,29,Male,Single,Social Service,Evening,122.0,140.0,No,No,Yes,6,4,12.5,6,0,0.0,66.7,0.0,Dropout
2202,24,Male,Single,Nursing,Daytime,140.0,150.0,No,Yes,No,7,7,11.3,8,2,12.6,100.0,25.0,Graduate
2203,19,Male,Single,Tourism,Daytime,116.1,121.0,No,Yes,No,6,5,11.2,6,4,12.5,83.3,66.7,Graduate
2204,37,Male,Married,Animation & Design,Daytime,130.0,120.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
2205,18,Male,Single,Communication Design,Daytime,146.2,143.0,No,Yes,No,6,5,13.2,6,5,11.8,83.3,83.3,Graduate
2206,20,Male,Single,Informatics Engineering,Daytime,180.0,180.0,Yes,Yes,No,7,6,14.1,6,6,14.1,85.7,100.0,Enrolled
2207,18,Male,Single,Management,Daytime,127.8,132.0,No,No,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
2208,22,Male,Single,Management,Daytime,130.8,130.0,No,Yes,No,5,0,0.0,5,3,13.3,0.0,60.0,Enrolled
2209,22,Male,Single,Management,Daytime,109.0,133.1,Yes,Yes,No,5,3,12.3,5,3,10.6,60.0,60.0,Enrolled
2210,18,Male,Single,Journalism,Daytime,132.4,131.0,No,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2211,18,Male,Single,Nursing,Daytime,129.3,149.0,No,Yes,No,8,7,13.1,8,7,13.1,87.5,87.5,Graduate
2212,19,Male,Single,Communication Design,Daytime,125.4,124.0,No,Yes,No,6,6,13.5,6,6,13.2,100.0,100.0,Graduate
2213,19,Male,Single,Informatics Engineering,Daytime,130.2,126.0,No,Yes,No,5,5,10.2,5,3,12.0,100.0,60.0,Enrolled
2214,19,Male,Single,Social Service,Daytime,132.0,140.0,No,Yes,No,6,5,11.6,6,3,13.0,83.3,50.0,Dropout
2215,21,Male,Single,Agronomy,Daytime,170.0,170.0,No,Yes,Yes,6,6,15.3,6,6,15.2,100.0,100.0,Graduate
2216,19,Male,Single,Journalism,Daytime,130.2,133.0,No,Yes,No,6,5,12.6,10,8,11.0,83.3,80.0,Enrolled
2217,18,Male,Single,Oral Hygiene,Daytime,115.5,126.0,No,Yes,No,7,6,13.4,7,4,13.6,85.7,57.1,Graduate
2218,19,Male,Single,Management,Daytime,127.6,129.0,No,Yes,No,5,5,11.6,5,3,11.0,100.0,60.0,Dropout
2219,25,Male,Single,Journalism,Daytime,140.0,140.0,No,Yes,No,6,6,14.7,6,6,13.5,100.0,100.0,Graduate
2220,22,Male,Single,Communication Design,Daytime,120.2,130.0,No,Yes,No,6,6,14.7,6,6,14.7,100.0,100.0,Graduate
2221,24,Male,Single,Nursing,Daytime,150.0,130.0,No,Yes,No,8,7,12.7,8,7,12.7,87.5,87.5,Graduate
2222,19,Male,Single,Nursing,Daytime,100.0,99.0,No,Yes,No,7,7,12.0,8,7,13.1,100.0,87.5,Graduate
2223,18,Male,Single,Informatics Engineering,Daytime,100.0,146.0,No,Yes,No,5,4,12.2,5,3,11.7,80.0,60.0,Enrolled
2224,20,Male,Single,Animation & Design,Daytime,128.0,129.0,No,No,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
2225,19,Male,Single,Nursing,Daytime,128.0,132.0,Yes,Yes,No,8,7,14.9,8,7,14.9,87.5,87.5,Graduate
2226,19,Male,Single,Tourism,Daytime,107.2,110.0,No,Yes,No,6,2,10.5,6,4,10.0,33.3,66.7,Dropout
2227,19,Male,Single,Marketing Management,Daytime,110.1,116.0,No,Yes,No,6,5,13.3,6,5,13.0,83.3,83.3,Graduate
2228,23,Male,Single,Agronomy,Daytime,119.0,119.0,No,Yes,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2229,47,Male,Married,Journalism,Daytime,155.5,120.0,No,Yes,No,6,5,13.8,6,4,14.0,83.3,66.7,Dropout
2230,19,Male,Single,Communication Design,Daytime,118.4,117.0,No,Yes,No,6,6,11.8,6,4,10.8,100.0,66.7,Graduate
2231,19,Male,Single,Animation & Design,Daytime,141.2,137.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
2232,18,Male,Single,Animation & Design,Daytime,119.1,124.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
2233,28,Male,Single,Management,Daytime,111.0,151.0,No,Yes,No,5,2,10.0,5,0,0.0,40.0,0.0,Dropout
2234,20,Male,Single,Tourism,Daytime,138.6,138.6,No,Yes,No,6,4,11.5,6,3,11.7,66.7,50.0,Dropout
2235,18,Male,Single,Tourism,Daytime,121.2,118.0,Yes,Yes,No,6,3,10.7,6,4,12.0,50.0,66.7,Enrolled
2236,21,Male,Single,Animation & Design,Daytime,150.4,136.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
2237,19,Male,Single,Tourism,Daytime,117.8,123.0,No,Yes,No,6,4,12.8,6,2,13.0,66.7,33.3,Enrolled
2238,24,Male,Single,Tourism,Daytime,102.5,133.1,No,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2239,24,Male,Single,Equinculture,Daytime,110.0,130.0,No,Yes,No,6,6,11.3,6,3,11.3,100.0,50.0,Enrolled
2240,25,Male,Single,Veterinary Nursing,Daytime,138.3,133.1,No,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Enrolled
2241,28,Male,Single,Tourism,Daytime,122.3,150.0,No,Yes,No,6,6,13.0,6,5,12.2,100.0,83.3,Graduate
2242,37,Male,Married,Management,Evening,127.8,130.0,No,Yes,No,5,4,10.8,5,3,11.3,80.0,60.0,Enrolled
2243,19,Male,Single,Informatics Engineering,Daytime,100.0,128.0,No,Yes,No,5,5,12.0,5,2,10.5,100.0,40.0,Enrolled
2244,18,Male,Single,Nursing,Daytime,126.4,133.0,Yes,Yes,No,7,7,13.5,8,8,13.9,100.0,100.0,Graduate
2245,48,Male,Single,Tourism,Daytime,100.0,133.1,No,Yes,No,6,3,10.0,6,1,10.0,50.0,16.7,Dropout
2246,21,Male,Single,Social Service,Daytime,117.1,129.0,No,Yes,No,6,6,12.3,6,6,13.7,100.0,100.0,Graduate
2247,19,Male,Single,Nursing,Daytime,124.7,128.0,Yes,Yes,No,7,6,12.5,7,6,12.4,85.7,85.7,Enrolled
2248,21,Male,Single,Nursing,Daytime,124.1,136.0,Yes,Yes,No,8,0,0.0,8,0,0.0,0.0,0.0,Enrolled
2249,23,Male,Single,Informatics Engineering,Daytime,129.4,130.0,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
2250,18,Male,Single,Equinculture,Daytime,138.9,141.0,No,Yes,No,5,5,13.6,5,4,13.2,100.0,80.0,Graduate
2251,22,Male,Single,Social Service,Daytime,138.6,140.0,No,Yes,No,6,6,12.3,6,2,14.0,100.0,33.3,Dropout
2252,25,Male,Single,Animation & Design,Daytime,133.9,122.0,No,Yes,No,13,10,11.5,11,7,12.2,76.9,63.6,Dropout
2253,27,Male,Single,Veterinary Nursing,Daytime,140.0,140.0,No,Yes,Yes,13,8,13.5,11,5,14.4,61.5,45.5,Dropout
2254,49,Male,Single,Informatics Engineering,Daytime,95.1,133.1,No,No,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
2255,31,Male,Single,Management,Evening,128.2,120.0,No,No,No,5,2,11.0,5,0,0.0,40.0,0.0,Dropout
2256,54,Male,Single,Tourism,Daytime,121.5,133.1,No,Yes,No,6,6,13.7,6,5,14.3,100.0,83.3,Dropout
2257,25,Male,Single,Biofuel Production,Daytime,120.0,120.0,No,No,Yes,21,21,12.4,16,12,12.2,100.0,75.0,Dropout
2258,20,Male,Single,Agronomy,Daytime,130.0,130.0,No,Yes,No,7,3,10.7,6,2,11.5,42.9,33.3,Enrolled
2259,28,Male,Single,Communication Design,Daytime,120.0,120.0,No,Yes,No,6,2,12.0,6,3,12.7,33.3,50.0,Dropout
2260,41,Male,Married,Social Service,Evening,107.0,133.1,No,Yes,No,7,7,12.9,6,6,13.2,100.0,100.0,Graduate
2261,19,Male,Single,Marketing Management,Daytime,116.1,122.0,Yes,Yes,No,6,6,13.1,6,6,12.7,100.0,100.0,Enrolled
2262,22,Male,Single,Management,Daytime,114.4,123.0,No,Yes,No,5,0,0.0,5,2,11.5,0.0,40.0,Dropout
2263,34,Male,Single,Tourism,Daytime,157.7,178.0,No,Yes,No,6,2,13.5,6,0,0.0,33.3,0.0,Dropout
2264,28,Male,Single,Agronomy,Daytime,150.0,130.0,No,No,Yes,11,11,15.1,10,10,15.0,100.0,100.0,Dropout
2265,42,Male,Single,Basic Education,Daytime,114.3,110.0,No,Yes,No,6,5,12.4,6,5,11.8,83.3,83.3,Enrolled
2266,21,Male,Single,Veterinary Nursing,Daytime,104.6,106.0,No,No,No,6,5,14.0,6,4,14.8,83.3,66.7,Enrolled
2267,50,Male,Single,Agronomy,Daytime,140.0,140.0,No,Yes,No,6,2,13.5,6,1,13.0,33.3,16.7,Dropout
2268,19,Male,Single,Management,Daytime,109.1,108.0,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
2269,18,Male,Single,Nursing,Daytime,120.6,120.0,No,Yes,No,7,4,12.6,7,3,10.7,57.1,42.9,Dropout
2270,59,Male,Married,Management,Evening,161.9,100.0,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
2271,33,Male,Married,Management,Evening,140.0,140.0,No,No,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
2272,23,Male,Single,Communication Design,Daytime,178.0,133.1,Yes,Yes,No,6,6,13.3,6,5,12.8,100.0,83.3,Graduate
2273,44,Male,Married,Management,Evening,138.3,133.1,No,Yes,No,5,3,11.3,5,5,11.1,60.0,100.0,Dropout
2274,37,Male,Married,Social Service,Evening,128.0,140.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
2275,36,Male,Married,Animation & Design,Daytime,139.0,100.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
2276,22,Male,Single,Management,Evening,113.2,123.0,No,No,No,5,3,11.7,5,2,10.5,60.0,40.0,Dropout
2277,49,Male,Married,Social Service,Evening,139.0,133.1,No,Yes,No,6,6,12.2,6,6,14.4,100.0,100.0,Graduate
2278,23,Male,Single,Journalism,Daytime,110.0,135.0,No,Yes,No,6,6,13.3,6,4,12.8,100.0,66.7,Graduate
2279,19,Male,Single,Communication Design,Daytime,136.6,132.0,No,Yes,No,6,5,11.4,6,3,11.0,83.3,50.0,Enrolled
2280,47,Male,Married,Social Service,Evening,161.1,120.0,No,Yes,No,6,6,12.1,6,0,0.0,100.0,0.0,Dropout
2281,28,Male,Single,Agronomy,Daytime,130.0,130.0,No,Yes,No,18,17,13.1,12,12,12.3,94.4,100.0,Graduate
2282,21,Male,Single,Agronomy,Daytime,140.0,140.0,No,Yes,No,6,4,11.8,6,4,10.5,66.7,66.7,Enrolled
2283,21,Male,Single,Tourism,Daytime,121.0,133.1,No,No,Yes,6,5,11.8,6,5,10.0,83.3,83.3,Dropout
2284,21,Male,Single,Social Service,Daytime,118.6,120.0,No,Yes,No,11,10,12.4,10,10,11.8,90.9,100.0,Graduate
